,pokedex_number,name,german_name,japanese_name,generation,status,type_1,height_m,weight_kg,ability_1,total_points,hp,attack,defense,sp_attack,sp_defense,speed,growth_rate,egg_type_1,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
363,303,Mawile,Flunkifer,クチート (Kucheat),3,Normal,Steel,0.6,11.5,Hyper Cutter,380,50,85,85,55,55,50,Fast,Fairy,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
364,303,Mega Mawile,Flunkifer,クチート (Kucheat),3,Normal,Steel,1.0,23.5,Huge Power,480,50,105,125,55,95,50,Fast,Fairy,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
365,304,Aron,Stollunior,ココドラ (Cokodora),3,Normal,Steel,0.4,60.0,Sturdy,330,50,70,100,40,40,30,Slow,Monster,35.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
366,305,Lairon,Stollrak,コドラ (Kodora),3,Normal,Steel,0.9,120.0,Sturdy,430,60,90,140,50,50,40,Slow,Monster,35.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
367,306,Aggron,Stolloss,ボスゴドラ (Bossgodora),3,Normal,Steel,2.1,360.0,Sturdy,530,70,110,180,60,60,50,Slow,Monster,35.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
368,306,Mega Aggron,Stolloss,ボスゴドラ (Bossgodora),3,Normal,Steel,2.2,395.0,Filter,630,70,140,230,60,80,50,Slow,Monster,35.0,0.5,1.5,1.0,1.0,0.5,0.5,1.5,0.0,1.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
369,307,Meditite,Meditie,アサナン (Asanan),3,Normal,Fighting,0.6,11.2,Pure Power,280,30,40,55,40,55,60,Medium Fast,Human-Like,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
370,308,Medicham,Meditalis,チャーレム (Charem),3,Normal,Fighting,1.3,31.5,Pure Power,410,60,60,75,60,75,80,Medium Fast,Human-Like,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
371,308,Mega Medicham,Meditalis,チャーレム (Charem),3,Normal,Fighting,1.3,31.5,Pure Power,510,60,100,85,80,85,100,Medium Fast,Human-Like,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
372,309,Electrike,Frizelbliz,ラクライ (Rakurai),3,Normal,Electric,0.6,15.2,Static,295,40,45,40,65,40,65,Slow,Field,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
373,310,Manectric,Voltenso,ライボルト (Livolt),3,Normal,Electric,1.5,40.2,Static,475,70,75,60,105,60,105,Slow,Field,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
374,310,Mega Manectric,Voltenso,ライボルト (Livolt),3,Normal,Electric,1.8,44.0,Intimidate,575,70,75,80,135,80,135,Slow,Field,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
375,311,Plusle,Plusle,プラスル (Prasle),3,Normal,Electric,0.4,4.2,Plus,405,60,50,40,85,75,95,Medium Fast,Fairy,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
376,312,Minun,Minun,マイナン (Minun),3,Normal,Electric,0.4,4.2,Minus,405,60,40,50,75,85,95,Medium Fast,Fairy,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
377,313,Volbeat,Volbeat,バルビート (Barubeat),3,Normal,Bug,0.7,17.7,Illuminate,430,65,73,75,47,85,85,Erratic,Bug,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
378,314,Illumise,Illumise,イルミーゼ (Illumise),3,Normal,Bug,0.6,17.7,Oblivious,430,65,47,75,73,85,85,Fluctuating,Bug,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
379,315,Roselia,Roselia,ロゼリア (Roselia),3,Normal,Grass,0.3,2.0,Natural Cure,400,50,60,45,100,80,65,Medium Slow,Fairy,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
380,316,Gulpin,Schluppuck,ゴクリン (Gokulin),3,Normal,Poison,0.4,10.3,Liquid Ooze,302,70,43,53,43,53,40,Fluctuating,Amorphous,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
381,317,Swalot,Schlukwech,マルノーム (Marunoom),3,Normal,Poison,1.7,80.0,Liquid Ooze,467,100,73,83,73,83,55,Fluctuating,Amorphous,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
382,318,Carvanha,Kanivanha,キバニア (Kibanha),3,Normal,Water,0.8,20.8,Rough Skin,305,45,90,20,65,20,65,Slow,Water 2,20.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
383,319,Sharpedo,Tohaido,サメハダー (Samehader),3,Normal,Water,1.8,88.8,Rough Skin,460,70,120,40,95,40,95,Slow,Water 2,20.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
384,319,Mega Sharpedo,Tohaido,サメハダー (Samehader),3,Normal,Water,2.5,130.3,Strong Jaw,560,70,140,70,110,65,105,Slow,Water 2,20.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
385,320,Wailmer,Wailmer,ホエルコ (Hoeruko),3,Normal,Water,2.0,130.0,Water Veil,400,130,70,35,70,35,60,Fluctuating,Field,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
386,321,Wailord,Wailord,ホエルオー (Whaloh),3,Normal,Water,14.5,398.0,Water Veil,500,170,90,45,90,45,60,Fluctuating,Field,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
387,322,Numel,Camaub,ドンメル (Donmel),3,Normal,Fire,0.7,24.0,Oblivious,305,60,60,40,65,45,35,Medium Fast,Field,20.0,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
388,323,Camerupt,Camerupt,バクーダ (Bakuuda),3,Normal,Fire,1.9,220.0,Magma Armor,460,70,100,70,105,75,40,Medium Fast,Field,20.0,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
389,323,Mega Camerupt,Camerupt,バクーダ (Bakuuda),3,Normal,Fire,2.5,320.5,Sheer Force,560,70,120,100,145,105,20,Medium Fast,Field,20.0,1.0,0.5,3.0,0.0,1.0,1.0,1.0,0.5,1.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
390,324,Torkoal,Qurtel,コータス (Cotoise),3,Normal,Fire,0.5,80.4,White Smoke,470,70,85,140,85,70,20,Medium Fast,Field,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
391,325,Spoink,Spoink,バネブー (Baneboo),3,Normal,Psychic,0.7,30.6,Thick Fat,330,60,25,35,70,80,60,Fast,Field,20.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
392,326,Grumpig,Groink,ブーピッグ (Boopig),3,Normal,Psychic,0.9,71.5,Thick Fat,470,80,45,65,90,110,80,Fast,Field,20.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
393,327,Spinda,Pandir,パッチール (Patcheel),3,Normal,Normal,1.1,5.0,Own Tempo,360,60,60,60,60,60,60,Fast,Field,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
394,328,Trapinch,Knacklion,ナックラー (Nuckrar),3,Normal,Ground,0.7,15.0,Hyper Cutter,290,45,100,45,45,45,10,Medium Slow,Bug,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
395,329,Vibrava,Vibrava,ビブラーバ (Vibrava),3,Normal,Ground,1.1,15.3,Levitate,340,50,70,50,50,50,70,Medium Slow,Bug,20.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
396,330,Flygon,Libelldra,フライゴン (Flygon),3,Normal,Ground,2.0,82.0,Levitate,520,80,100,80,80,80,100,Medium Slow,Bug,20.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
397,331,Cacnea,Tuska,サボネア (Sabonea),3,Normal,Grass,0.4,51.3,Sand Veil,335,50,85,40,85,40,35,Medium Slow,Grass,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
398,332,Cacturne,Noktuska,ノクタス (Noctus),3,Normal,Grass,1.3,77.4,Sand Veil,475,70,115,60,115,60,55,Medium Slow,Grass,20.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
399,333,Swablu,Wablu,チルット (Tyltto),3,Normal,Normal,0.4,1.2,Natural Cure,310,45,40,60,40,75,50,Erratic,Dragon,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
400,334,Altaria,Altaria,チルタリス (Tyltalis),3,Normal,Dragon,1.1,20.6,Natural Cure,490,75,70,90,70,105,80,Erratic,Dragon,20.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
401,334,Mega Altaria,Altaria,チルタリス (Tyltalis),3,Normal,Dragon,1.5,20.6,Pixilate,590,75,110,110,110,105,80,Erratic,Dragon,20.0,1.0,0.5,0.5,0.5,0.5,2.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,2.0
402,335,Zangoose,Sengo,ザングース (Zangoose),3,Normal,Normal,1.3,40.3,Immunity,458,73,115,60,60,60,90,Erratic,Field,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
403,336,Seviper,Vipitis,ハブネーク (Habunake),3,Normal,Poison,2.7,52.5,Shed Skin,458,73,100,60,100,60,65,Fluctuating,Dragon,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
404,337,Lunatone,Lunastein,ルナトーン (Lunatone),3,Normal,Rock,1.0,168.0,Levitate,460,90,55,65,95,85,70,Fast,Mineral,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
405,338,Solrock,Sonnfel,ソルロック (Solrock),3,Normal,Rock,1.2,154.0,Levitate,460,90,95,85,55,65,70,Fast,Mineral,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
406,339,Barboach,Schmerbe,ドジョッチ (Dojoach),3,Normal,Water,0.4,1.9,Oblivious,288,50,48,43,46,41,60,Medium Fast,Water 2,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
407,340,Whiscash,Welsar,ナマズン (Namazun),3,Normal,Water,0.9,23.6,Oblivious,468,110,78,73,76,71,60,Medium Fast,Water 2,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
408,341,Corphish,Krebscorps,ヘイガニ (Heigani),3,Normal,Water,0.6,11.5,Hyper Cutter,308,43,80,65,50,35,35,Fluctuating,Water 1,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
409,342,Crawdaunt,Krebutack,シザリガー (Shizariger),3,Normal,Water,1.1,32.8,Hyper Cutter,468,63,120,85,90,55,55,Fluctuating,Water 1,15.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
410,343,Baltoy,Puppance,ヤジロン (Yajilon),3,Normal,Ground,0.5,21.5,Levitate,300,40,40,55,40,70,55,Medium Fast,Mineral,20.0,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0
411,344,Claydol,Lepumentas,ネンドール (Nendoll),3,Normal,Ground,1.5,108.0,Levitate,500,60,70,105,70,120,75,Medium Fast,Mineral,20.0,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0
412,345,Lileep,Liliep,リリーラ (Lilyla),3,Normal,Rock,1.0,23.8,Suction Cups,355,66,41,77,61,87,23,Erratic,Water 3,30.0,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
413,346,Cradily,Wielie,ユレイドル (Yuradle),3,Normal,Rock,1.5,60.4,Suction Cups,495,86,81,97,81,107,43,Erratic,Water 3,30.0,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
414,347,Anorith,Anorith,アノプス (Anopth),3,Normal,Rock,0.7,12.5,Battle Armor,355,45,95,50,40,50,75,Erratic,Water 3,30.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
415,348,Armaldo,Armaldo,アーマルド (Armaldo),3,Normal,Rock,1.5,68.2,Battle Armor,495,75,125,100,70,80,45,Erratic,Water 3,30.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
416,349,Feebas,Barschwa,ヒンバス (Hinbass),3,Normal,Water,0.6,7.4,Swift Swim,200,20,15,20,10,55,80,Erratic,Dragon,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
417,350,Milotic,Milotic,ミロカロス (Milokaross),3,Normal,Water,6.2,162.0,Marvel Scale,540,95,60,79,100,125,81,Erratic,Dragon,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
418,351,Castform,Formeo,ポワルン (Powalen),3,Normal,Normal,0.3,0.8,Forecast,420,70,70,70,70,70,70,Medium Fast,Amorphous,25.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
419,351,Castform Sunny Form,Formeo,ポワルン (Powalen),3,Normal,Fire,0.3,0.8,Forecast,420,70,70,70,70,70,70,Medium Fast,Amorphous,25.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
420,351,Castform Rainy Form,Formeo,ポワルン (Powalen),3,Normal,Water,0.3,0.8,Forecast,420,70,70,70,70,70,70,Medium Fast,Amorphous,25.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
421,351,Castform Snowy Form,Formeo,ポワルン (Powalen),3,Normal,Ice,0.3,0.8,Forecast,420,70,70,70,70,70,70,Medium Fast,Amorphous,25.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
422,352,Kecleon,Kecleon,カクレオン (Kakureon),3,Normal,Normal,1.0,22.0,Color Change,440,60,90,70,60,120,40,Medium Slow,Field,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
423,353,Shuppet,Shuppet,カゲボウズ (Kagebouzu),3,Normal,Ghost,0.6,2.3,Insomnia,295,44,75,35,63,33,45,Fast,Amorphous,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
424,354,Banette,Banette,ジュペッタ (Juppeta),3,Normal,Ghost,1.1,12.5,Insomnia,455,64,115,65,83,63,65,Fast,Amorphous,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
425,354,Mega Banette,Banette,ジュペッタ (Juppeta),3,Normal,Ghost,1.2,13.0,Prankster,555,64,165,75,93,83,75,Fast,Amorphous,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
426,355,Duskull,Zwirrlicht,ヨマワル (Yomawaru),3,Normal,Ghost,0.8,15.0,Levitate,295,20,40,90,30,90,25,Fast,Amorphous,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
427,356,Dusclops,Zwirrklop,サマヨール (Samayouru),3,Normal,Ghost,1.6,30.6,Pressure,455,40,70,130,60,130,25,Fast,Amorphous,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
428,357,Tropius,Tropius,トロピウス (Tropius),3,Normal,Grass,2.0,100.0,Chlorophyll,460,99,68,83,72,87,51,Slow,Grass,25.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
429,358,Chimecho,Palimpalim,チリーン (Chirean),3,Normal,Psychic,0.6,1.0,Levitate,455,75,50,80,95,90,65,Fast,Amorphous,25.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
430,359,Absol,Absol,アブソル (Absol),3,Normal,Dark,1.2,47.0,Pressure,465,65,130,60,75,60,75,Medium Slow,Field,25.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
431,359,Mega Absol,Absol,アブソル (Absol),3,Normal,Dark,1.2,49.0,Magic Bounce,565,65,150,60,115,60,115,Medium Slow,Field,25.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
432,360,Wynaut,Isso,ソーナノ (Sohnano),3,Normal,Psychic,0.6,14.0,Shadow Tag,260,95,23,48,23,48,23,Medium Fast,Undiscovered,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
433,361,Snorunt,Schneppke,ユキワラシ (Yukiwarashi),3,Normal,Ice,0.7,16.8,Inner Focus,300,50,50,50,50,50,50,Medium Fast,Fairy,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
434,362,Glalie,Firnontor,オニゴーリ (Onigohri),3,Normal,Ice,1.5,256.5,Inner Focus,480,80,80,80,80,80,80,Medium Fast,Fairy,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
435,362,Mega Glalie,Firnontor,オニゴーリ (Onigohri),3,Normal,Ice,2.1,350.2,Refrigerate,580,80,120,80,120,80,100,Medium Fast,Fairy,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
436,363,Spheal,Seemops,タマザラシ (Tamazarashi),3,Normal,Ice,0.8,39.5,Thick Fat,290,70,40,50,55,50,25,Medium Slow,Field,20.0,1.0,0.5,0.5,2.0,2.0,125.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
437,364,Sealeo,Seejong,トドグラー (Todoggler),3,Normal,Ice,1.1,87.6,Thick Fat,410,90,60,70,75,70,45,Medium Slow,Field,20.0,1.0,0.5,0.5,2.0,2.0,125.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
438,365,Walrein,Walraisa,トドゼルガ (Todoseruga),3,Normal,Ice,1.4,150.6,Thick Fat,530,110,80,90,95,90,65,Medium Slow,Field,20.0,1.0,0.5,0.5,2.0,2.0,125.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
439,366,Clamperl,Perlu,パールル (Pearlulu),3,Normal,Water,0.4,52.5,Shell Armor,345,35,64,85,74,55,32,Erratic,Water 1,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
440,367,Huntail,Aalabyss,ハンテール (Huntail),3,Normal,Water,1.7,27.0,Swift Swim,485,55,104,105,94,75,52,Erratic,Water 1,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
441,368,Gorebyss,Saganabyss,サクラビス (Sakurabyss),3,Normal,Water,1.8,22.6,Swift Swim,485,55,84,105,114,75,52,Erratic,Water 1,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
442,369,Relicanth,Relicanth,ジーランス (Glanth),3,Normal,Water,1.0,23.4,Swift Swim,485,100,90,130,45,65,55,Slow,Water 1,40.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
443,370,Luvdisc,Liebiskus,ラブカス (Lovecus),3,Normal,Water,0.6,8.7,Swift Swim,330,43,30,55,40,65,97,Fast,Water 2,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
444,371,Bagon,Kindwurm,タツベイ (Tatsubay),3,Normal,Dragon,0.6,42.1,Rock Head,300,45,75,60,40,30,50,Slow,Dragon,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
445,372,Shelgon,Draschel,コモルー (Komoruu),3,Normal,Dragon,1.1,110.5,Rock Head,420,65,95,100,60,50,50,Slow,Dragon,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
446,373,Salamence,Brutalanda,ボーマンダ (Bohmander),3,Normal,Dragon,1.5,102.6,Intimidate,600,95,135,80,110,80,100,Slow,Dragon,40.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
447,373,Mega Salamence,Brutalanda,ボーマンダ (Bohmander),3,Normal,Dragon,1.8,112.6,Aerilate,700,95,145,130,120,90,120,Slow,Dragon,40.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
448,374,Beldum,Tanhel,ダンバル (Dumbber),3,Normal,Steel,0.6,95.2,Clear Body,300,40,55,80,35,60,30,Slow,Mineral,40.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
449,375,Metang,Metang,メタング (Metang),3,Normal,Steel,1.2,202.5,Clear Body,420,60,75,100,55,80,50,Slow,Mineral,40.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
450,376,Metagross,Metagross,メタグロス (Metagross),3,Normal,Steel,1.6,550.0,Clear Body,600,80,135,130,95,90,70,Slow,Mineral,40.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
451,376,Mega Metagross,Metagross,メタグロス (Metagross),3,Normal,Steel,2.5,942.9,Tough Claws,700,80,145,150,105,110,110,Slow,Mineral,40.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
452,377,Regirock,Regirock,レジロック (Regirock),3,Sub Legendary,Rock,1.7,230.0,Clear Body,580,80,100,200,50,100,50,Slow,Undiscovered,80.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
